"order_id";"order_date";"total_amount";"user_id";"user_name";"user_city";"membership";"restaurant_id";"restaurant_name";"cuisine"
2985;"30-04-2023";838.81;457;"User_457";"Chennai";"Regular";125;"Restaurant_125";"Chinese"
2986;"06-12-2023";1206.63;1598;"User_1598";"Bangalore";"Gold";215;"Restaurant_215";"Mexican"
2987;"30-03-2023";531.04;2797;"User_2797";"Hyderabad";"Gold";61;"Restaurant_61";"Italian"
2988;"18-05-2023";334.27;15;"User_15";"Bangalore";"Regular";397;"Restaurant_397";"Indian"
2989;"09-04-2023";915.07;1585;"User_1585";"Bangalore";"Regular";352;"Restaurant_352";"Italian"
2990;"05-10-2023";859.11;1539;"User_1539";"Hyderabad";"Regular";258;"Restaurant_258";"Indian"
2991;"05-05-2023";1024.72;315;"User_315";"Chennai";"Gold";436;"Restaurant_436";"Mexican"
2992;"11-08-2023";686.91;813;"User_813";"Bangalore";"Gold";317;"Restaurant_317";"Mexican"
2993;"18-10-2023";246.72;950;"User_950";"Chennai";"Regular";396;"Restaurant_396";"Mexican"
2994;"15-07-2023";590.22;168;"User_168";"Hyderabad";"Gold";9;"Restaurant_9";"Italian"
2995;"14-04-2023";1496.45;70;"User_70";"Bangalore";"Gold";352;"Restaurant_352";"Italian"
2996;"02-09-2023";1287.3;602;"User_602";"Pune";"Regular";217;"Restaurant_217";"Indian"
2997;"06-09-2023";1098.23;268;"User_268";"Hyderabad";"Gold";449;"Restaurant_449";"Indian"
2998;"03-11-2023";988.02;554;"User_554";"Chennai";"Gold";180;"Restaurant_180";"Chinese"
2999;"21-10-2023";348.91;2706;"User_2706";"Hyderabad";"Regular";289;"Restaurant_289";"Italian"
3000;"17-07-2023";767.46;1745;"User_1745";"Hyderabad";"Gold";416;"Restaurant_416";"Chinese"
3001;"19-09-2023";748.76;2992;"User_2992";"Bangalore";"Regular";418;"Restaurant_418";"Chinese"
3002;"29-01-2023";502.26;2539;"User_2539";"Hyderabad";"Regular";35;"Restaurant_35";"Chinese"
3003;"10-11-2023";638.34;2896;"User_2896";"Bangalore";"Gold";199;"Restaurant_199";"Italian"
3004;"17-12-2023";1090.17;2071;"User_2071";"Hyderabad";"Regular";174;"Restaurant_174";"Mexican"
3005;"19-11-2023";263.03;2856;"User_2856";"Hyderabad";"Regular";82;"Restaurant_82";"Chinese"
3006;"18-11-2023";1340.98;329;"User_329";"Hyderabad";"Regular";240;"Restaurant_240";"Indian"
3007;"09-01-2023";1143.21;442;"User_442";"Chennai";"Gold";393;"Restaurant_393";"Italian"
3008;"15-03-2023";1003.04;1759;"User_1759";"Chennai";"Regular";155;"Restaurant_155";"Mexican"
3009;"21-07-2023";149.5;610;"User_610";"Pune";"Gold";161;"Restaurant_161";"Mexican"
3010;"02-12-2023";568.39;2824;"User_2824";"Bangalore";"Regular";332;"Restaurant_332";"Chinese"
3011;"11-04-2023";519.77;92;"User_92";"Bangalore";"Regular";271;"Restaurant_271";"Chinese"
3012;"29-07-2023";1025.46;2392;"User_2392";"Bangalore";"Gold";420;"Restaurant_420";"Italian"
3013;"03-08-2023";474.51;418;"User_418";"Bangalore";"Regular";398;"Restaurant_398";"Indian"
3014;"05-02-2023";195.38;562;"User_562";"Bangalore";"Gold";33;"Restaurant_33";"Italian"
3015;"31-08-2023";242.12;643;"User_643";"Pune";"Gold";192;"Restaurant_192";"Italian"
3016;"17-01-2023";1075.21;1265;"User_1265";"Bangalore";"Regular";111;"Restaurant_111";"Mexican"
3017;"12-12-2023";513.64;601;"User_601";"Hyderabad";"Regular";12;"Restaurant_12";"Mexican"
3018;"02-04-2023";741.33;1271;"User_1271";"Pune";"Gold";398;"Restaurant_398";"Indian"
3019;"15-03-2023";1091.02;961;"User_961";"Bangalore";"Regular";140;"Restaurant_140";"Italian"
3020;"17-01-2023";1072.58;4;"User_4";"Bangalore";"Regular";236;"Restaurant_236";"Italian"
3021;"29-01-2023";697.75;1161;"User_1161";"Hyderabad";"Gold";29;"Restaurant_29";"Italian"
3022;"21-08-2023";457.84;382;"User_382";"Bangalore";"Regular";266;"Restaurant_266";"Italian"
3023;"30-09-2023";826.04;1985;"User_1985";"Chennai";"Gold";217;"Restaurant_217";"Indian"
3024;"10-06-2023";1323.46;1635;"User_1635";"Bangalore";"Gold";425;"Restaurant_425";"Chinese"
3025;"16-11-2023";359.84;2321;"User_2321";"Bangalore";"Gold";96;"Restaurant_96";"Mexican"
3026;"29-12-2023";1424.76;928;"User_928";"Bangalore";"Regular";152;"Restaurant_152";"Indian"
3027;"25-11-2023";163.42;2571;"User_2571";"Pune";"Gold";323;"Restaurant_323";"Mexican"
3028;"10-09-2023";194.53;532;"User_532";"Hyderabad";"Gold";319;"Restaurant_319";"Indian"
3029;"03-11-2023";1304.93;704;"User_704";"Chennai";"Regular";296;"Restaurant_296";"Italian"
3030;"07-11-2023";744.85;1920;"User_1920";"Chennai";"Gold";393;"Restaurant_393";"Italian"
3031;"02-04-2023";295.48;1337;"User_1337";"Bangalore";"Regular";373;"Restaurant_373";"Indian"
3032;"23-09-2023";852.03;282;"User_282";"Chennai";"Gold";96;"Restaurant_96";"Mexican"
3033;"10-11-2023";799.35;2694;"User_2694";"Bangalore";"Regular";481;"Restaurant_481";"Indian"
3034;"03-12-2023";601.7;2360;"User_2360";"Bangalore";"Regular";36;"Restaurant_36";"Italian"
3035;"18-12-2023";1096.09;1566;"User_1566";"Pune";"Regular";500;"Restaurant_500";"Chinese"
3036;"15-07-2023";281.1;2017;"User_2017";"Chennai";"Gold";178;"Restaurant_178";"Mexican"
3037;"12-08-2023";772.29;1067;"User_1067";"Bangalore";"Regular";301;"Restaurant_301";"Italian"
3038;"28-10-2023";613.67;279;"User_279";"Pune";"Gold";186;"Restaurant_186";"Indian"
3039;"07-04-2023";916.3;337;"User_337";"Pune";"Gold";375;"Restaurant_375";"Chinese"
3040;"18-12-2023";498.9;1388;"User_1388";"Bangalore";"Gold";142;"Restaurant_142";"Indian"
3041;"19-11-2023";883.37;852;"User_852";"Bangalore";"Gold";437;"Restaurant_437";"Indian"
3042;"29-04-2023";374.27;2709;"User_2709";"Bangalore";"Gold";132;"Restaurant_132";"Indian"
3043;"05-08-2023";1499.43;1009;"User_1009";"Pune";"Regular";338;"Restaurant_338";"Mexican"
3044;"15-07-2023";1390.24;2375;"User_2375";"Pune";"Gold";56;"Restaurant_56";"Italian"
3045;"13-02-2023";125.38;1568;"User_1568";"Hyderabad";"Gold";103;"Restaurant_103";"Mexican"
3046;"14-02-2023";533.99;553;"User_553";"Pune";"Gold";364;"Restaurant_364";"Mexican"
3047;"01-10-2023";433.65;394;"User_394";"Pune";"Gold";99;"Restaurant_99";"Italian"
3048;"16-06-2023";123.8;2118;"User_2118";"Chennai";"Regular";407;"Restaurant_407";"Mexican"
3049;"22-05-2023";983.78;1008;"User_1008";"Pune";"Regular";253;"Restaurant_253";"Italian"
3050;"18-12-2023";691.85;912;"User_912";"Bangalore";"Regular";272;"Restaurant_272";"Indian"
3051;"16-11-2023";640.84;493;"User_493";"Bangalore";"Gold";226;"Restaurant_226";"Indian"
3052;"27-04-2023";140.27;2726;"User_2726";"Bangalore";"Regular";74;"Restaurant_74";"Chinese"
3053;"05-02-2023";629.37;2678;"User_2678";"Hyderabad";"Regular";233;"Restaurant_233";"Italian"
3054;"11-05-2023";857.89;660;"User_660";"Chennai";"Gold";14;"Restaurant_14";"Indian"
3055;"28-10-2023";444.22;1941;"User_1941";"Chennai";"Gold";344;"Restaurant_344";"Indian"
3056;"07-07-2023";269.61;705;"User_705";"Bangalore";"Regular";364;"Restaurant_364";"Mexican"
3057;"11-07-2023";977.78;450;"User_450";"Bangalore";"Regular";113;"Restaurant_113";"Chinese"
3058;"28-07-2023";186.72;2441;"User_2441";"Bangalore";"Regular";361;"Restaurant_361";"Indian"
3059;"05-05-2023";1107.33;998;"User_998";"Bangalore";"Regular";411;"Restaurant_411";"Indian"
3060;"27-04-2023";211.59;1390;"User_1390";"Pune";"Regular";431;"Restaurant_431";"Mexican"
3061;"28-12-2023";288.89;1643;"User_1643";"Chennai";"Regular";287;"Restaurant_287";"Chinese"
3062;"24-06-2023";104.29;1910;"User_1910";"Chennai";"Regular";446;"Restaurant_446";"Indian"
3063;"30-09-2023";1004.46;1325;"User_1325";"Bangalore";"Gold";193;"Restaurant_193";"Chinese"
3064;"15-05-2023";1224.68;1380;"User_1380";"Hyderabad";"Regular";313;"Restaurant_313";"Indian"
3065;"18-06-2023";1477.94;1136;"User_1136";"Hyderabad";"Gold";277;"Restaurant_277";"Mexican"
3066;"11-10-2023";1017.29;2091;"User_2091";"Chennai";"Gold";465;"Restaurant_465";"Italian"
3067;"15-12-2023";1299.27;877;"User_877";"Pune";"Gold";120;"Restaurant_120";"Italian"
3068;"20-09-2023";284.24;359;"User_359";"Chennai";"Regular";292;"Restaurant_292";"Mexican"
3069;"01-11-2023";1022.79;2683;"User_2683";"Pune";"Gold";355;"Restaurant_355";"Indian"
3070;"30-10-2023";294.67;2688;"User_2688";"Bangalore";"Regular";396;"Restaurant_396";"Mexican"
3071;"09-05-2023";1289.19;2586;"User_2586";"Hyderabad";"Regular";104;"Restaurant_104";"Chinese"
3072;"08-12-2023";981.63;1540;"User_1540";"Bangalore";"Regular";383;"Restaurant_383";"Indian"
3073;"17-06-2023";245.61;2850;"User_2850";"Hyderabad";"Gold";320;"Restaurant_320";"Italian"
3074;"27-10-2023";318.67;300;"User_300";"Chennai";"Regular";179;"Restaurant_179";"Italian"
3075;"30-07-2023";441.18;859;"User_859";"Hyderabad";"Gold";493;"Restaurant_493";"Mexican"
3076;"05-05-2023";305.08;502;"User_502";"Pune";"Regular";78;"Restaurant_78";"Indian"
3077;"15-04-2023";1043.9;1876;"User_1876";"Chennai";"Gold";207;"Restaurant_207";"Italian"
3078;"06-12-2023";225.97;1755;"User_1755";"Hyderabad";"Regular";169;"Restaurant_169";"Italian"
3079;"23-03-2023";1425.7;2776;"User_2776";"Chennai";"Gold";410;"Restaurant_410";"Italian"
3080;"13-04-2023";1138.47;523;"User_523";"Chennai";"Regular";369;"Restaurant_369";"Italian"
3081;"24-07-2023";306.05;1674;"User_1674";"Pune";"Regular";438;"Restaurant_438";"Italian"
3082;"26-06-2023";674.61;28;"User_28";"Pune";"Regular";8;"Restaurant_8";"Indian"
3083;"15-12-2023";483.75;1232;"User_1232";"Pune";"Gold";458;"Restaurant_458";"Italian"
3084;"10-10-2023";437.7;2021;"User_2021";"Pune";"Gold";67;"Restaurant_67";"Mexican"
3085;"27-08-2023";1497.42;2429;"User_2429";"Bangalore";"Regular";179;"Restaurant_179";"Italian"
3086;"21-02-2023";1153.94;961;"User_961";"Bangalore";"Regular";59;"Restaurant_59";"Chinese"
3087;"10-07-2023";629.15;1431;"User_1431";"Bangalore";"Regular";384;"Restaurant_384";"Mexican"
3088;"26-05-2023";1365.24;222;"User_222";"Chennai";"Gold";472;"Restaurant_472";"Chinese"
3089;"11-04-2023";161.92;201;"User_201";"Chennai";"Gold";395;"Restaurant_395";"Mexican"
3090;"11-11-2023";1299.95;1673;"User_1673";"Chennai";"Regular";494;"Restaurant_494";"Mexican"
3091;"13-02-2023";834.53;881;"User_881";"Hyderabad";"Regular";18;"Restaurant_18";"Italian"
3092;"30-10-2023";319.89;1176;"User_1176";"Chennai";"Gold";187;"Restaurant_187";"Chinese"
3093;"06-12-2023";979.81;688;"User_688";"Hyderabad";"Gold";363;"Restaurant_363";"Italian"
3094;"13-09-2023";610.64;561;"User_561";"Bangalore";"Regular";133;"Restaurant_133";"Italian"
3095;"17-01-2023";1002.68;931;"User_931";"Pune";"Regular";15;"Restaurant_15";"Chinese"
3096;"09-10-2023";1307.62;662;"User_662";"Hyderabad";"Regular";187;"Restaurant_187";"Chinese"
3097;"23-07-2023";359.76;369;"User_369";"Bangalore";"Gold";185;"Restaurant_185";"Mexican"
3098;"28-12-2023";882.99;928;"User_928";"Bangalore";"Regular";231;"Restaurant_231";"Indian"
3099;"22-05-2023";836.44;2902;"User_2902";"Hyderabad";"Regular";438;"Restaurant_438";"Italian"
3100;"18-06-2023";267.42;1199;"User_1199";"Pune";"Gold";363;"Restaurant_363";"Italian"
3101;"28-08-2023";310.52;1370;"User_1370";"Hyderabad";"Regular";71;"Restaurant_71";"Indian"
3102;"29-09-2023";745.87;1924;"User_1924";"Pune";"Regular";134;"Restaurant_134";"Mexican"
3103;"12-04-2023";1451.09;461;"User_461";"Bangalore";"Gold";124;"Restaurant_124";"Mexican"
3104;"11-03-2023";1257.43;1032;"User_1032";"Bangalore";"Regular";312;"Restaurant_312";"Chinese"
3105;"09-04-2023";197.83;51;"User_51";"Hyderabad";"Regular";333;"Restaurant_333";"Chinese"
3106;"16-06-2023";121.69;73;"User_73";"Chennai";"Regular";50;"Restaurant_50";"Mexican"
3107;"18-02-2023";1272.78;1265;"User_1265";"Bangalore";"Regular";367;"Restaurant_367";"Indian"
3108;"20-03-2023";826.45;2210;"User_2210";"Bangalore";"Regular";155;"Restaurant_155";"Mexican"
3109;"05-09-2023";336.55;58;"User_58";"Bangalore";"Regular";273;"Restaurant_273";"Indian"
3110;"24-09-2023";1300.19;2681;"User_2681";"Chennai";"Gold";271;"Restaurant_271";"Chinese"
3111;"27-04-2023";1201.2;639;"User_639";"Hyderabad";"Gold";309;"Restaurant_309";"Indian"
3112;"25-05-2023";426.43;2002;"User_2002";"Pune";"Gold";173;"Restaurant_173";"Chinese"
3113;"19-04-2023";1076.33;452;"User_452";"Bangalore";"Gold";454;"Restaurant_454";"Italian"
3114;"27-12-2023";182.85;105;"User_105";"Hyderabad";"Gold";348;"Restaurant_348";"Italian"
3115;"07-06-2023";207.81;2347;"User_2347";"Hyderabad";"Regular";91;"Restaurant_91";"Italian"
3116;"09-02-2023";395.11;776;"User_776";"Bangalore";"Gold";314;"Restaurant_314";"Indian"
3117;"12-10-2023";1471.11;1715;"User_1715";"Pune";"Regular";215;"Restaurant_215";"Mexican"
3118;"28-04-2023";1341.79;2826;"User_2826";"Chennai";"Gold";169;"Restaurant_169";"Italian"
3119;"06-09-2023";1259.36;669;"User_669";"Chennai";"Gold";91;"Restaurant_91";"Italian"
3120;"04-03-2023";116.92;1165;"User_1165";"Chennai";"Regular";481;"Restaurant_481";"Indian"
3121;"01-06-2023";1010.44;1448;"User_1448";"Chennai";"Regular";352;"Restaurant_352";"Italian"
3122;"28-11-2023";1098.74;1594;"User_1594";"Bangalore";"Regular";373;"Restaurant_373";"Indian"
3123;"30-05-2023";1124.18;2130;"User_2130";"Pune";"Gold";284;"Restaurant_284";"Indian"
3124;"01-10-2023";1016.55;1555;"User_1555";"Pune";"Gold";198;"Restaurant_198";"Mexican"
3125;"31-08-2023";577.6;2529;"User_2529";"Bangalore";"Regular";199;"Restaurant_199";"Italian"
3126;"01-11-2023";349.85;2916;"User_2916";"Bangalore";"Regular";344;"Restaurant_344";"Indian"
3127;"12-11-2023";1056.86;1649;"User_1649";"Chennai";"Gold";171;"Restaurant_171";"Mexican"
3128;"23-09-2023";930.48;2628;"User_2628";"Hyderabad";"Regular";392;"Restaurant_392";"Italian"
3129;"02-02-2023";243.02;2876;"User_2876";"Hyderabad";"Gold";420;"Restaurant_420";"Italian"
3130;"08-01-2023";1456.89;2398;"User_2398";"Bangalore";"Gold";21;"Restaurant_21";"Indian"
3131;"03-02-2023";1249.49;280;"User_280";"Bangalore";"Gold";311;"Restaurant_311";"Italian"
3132;"23-08-2023";1081.49;1057;"User_1057";"Hyderabad";"Regular";21;"Restaurant_21";"Indian"
3133;"10-11-2023";1157.75;1042;"User_1042";"Pune";"Gold";251;"Restaurant_251";"Chinese"
3134;"30-08-2023";1143.94;2520;"User_2520";"Hyderabad";"Gold";480;"Restaurant_480";"Chinese"
3135;"19-07-2023";747.49;2041;"User_2041";"Pune";"Regular";492;"Restaurant_492";"Italian"
3136;"24-05-2023";1291.26;2810;"User_2810";"Bangalore";"Regular";143;"Restaurant_143";"Chinese"
3137;"16-07-2023";312.39;2921;"User_2921";"Hyderabad";"Regular";487;"Restaurant_487";"Chinese"
3138;"24-12-2023";573.17;1813;"User_1813";"Hyderabad";"Regular";11;"Restaurant_11";"Chinese"
3139;"19-06-2023";1385.63;2462;"User_2462";"Chennai";"Gold";266;"Restaurant_266";"Italian"
3140;"18-07-2023";1165.08;2515;"User_2515";"Pune";"Regular";461;"Restaurant_461";"Italian"
3141;"12-10-2023";519.43;2134;"User_2134";"Hyderabad";"Regular";93;"Restaurant_93";"Chinese"
3142;"18-09-2023";685.03;1147;"User_1147";"Hyderabad";"Regular";68;"Restaurant_68";"Italian"
3143;"11-05-2023";183.57;1511;"User_1511";"Chennai";"Regular";487;"Restaurant_487";"Chinese"
3144;"01-01-2024";589.22;1812;"User_1812";"Bangalore";"Gold";481;"Restaurant_481";"Indian"
3145;"21-03-2023";962.52;144;"User_144";"Pune";"Regular";477;"Restaurant_477";"Indian"
3146;"23-08-2023";192.53;2472;"User_2472";"Bangalore";"Gold";137;"Restaurant_137";"Indian"
3147;"11-01-2023";1256.79;2637;"User_2637";"Hyderabad";"Regular";176;"Restaurant_176";"Italian"
3148;"13-10-2023";1215.61;1486;"User_1486";"Hyderabad";"Regular";263;"Restaurant_263";"Indian"
3149;"04-12-2023";713.23;1491;"User_1491";"Bangalore";"Regular";297;"Restaurant_297";"Italian"
3150;"26-05-2023";301.25;1923;"User_1923";"Chennai";"Regular";474;"Restaurant_474";"Mexican"
3151;"29-11-2023";161.51;113;"User_113";"Chennai";"Gold";263;"Restaurant_263";"Indian"
3152;"13-10-2023";832.87;1075;"User_1075";"Bangalore";"Regular";262;"Restaurant_262";"Chinese"
3153;"20-03-2023";220.79;1420;"User_1420";"Pune";"Gold";332;"Restaurant_332";"Chinese"
3154;"04-09-2023";889.25;2347;"User_2347";"Hyderabad";"Regular";167;"Restaurant_167";"Italian"
3155;"18-10-2023";230.68;772;"User_772";"Bangalore";"Gold";270;"Restaurant_270";"Mexican"
3156;"13-12-2023";883.6;1200;"User_1200";"Hyderabad";"Regular";431;"Restaurant_431";"Mexican"
3157;"06-08-2023";445.22;1358;"User_1358";"Chennai";"Regular";243;"Restaurant_243";"Chinese"
3158;"22-03-2023";883.34;356;"User_356";"Pune";"Gold";430;"Restaurant_430";"Mexican"
3159;"20-04-2023";1209.19;2948;"User_2948";"Hyderabad";"Gold";103;"Restaurant_103";"Mexican"
3160;"19-11-2023";606.86;38;"User_38";"Chennai";"Gold";3;"Restaurant_3";"Mexican"
3161;"16-11-2023";1319.71;256;"User_256";"Bangalore";"Regular";309;"Restaurant_309";"Indian"
3162;"12-11-2023";527.01;2761;"User_2761";"Chennai";"Regular";237;"Restaurant_237";"Italian"
3163;"30-10-2023";470.5;957;"User_957";"Bangalore";"Gold";439;"Restaurant_439";"Mexican"
3164;"11-08-2023";938.89;1874;"User_1874";"Hyderabad";"Regular";440;"Restaurant_440";"Mexican"
3165;"12-07-2023";1176.26;2177;"User_2177";"Hyderabad";"Regular";105;"Restaurant_105";"Mexican"
3166;"28-06-2023";1445.7;943;"User_943";"Chennai";"Regular";261;"Restaurant_261";"Italian"
3167;"13-07-2023";1330.66;2575;"User_2575";"Hyderabad";"Regular";156;"Restaurant_156";"Italian"
3168;"04-07-2023";288.05;444;"User_444";"Pune";"Gold";447;"Restaurant_447";"Chinese"
3169;"07-03-2023";960.82;727;"User_727";"Pune";"Regular";194;"Restaurant_194";"Chinese"
3170;"19-04-2023";408.7;667;"User_667";"Bangalore";"Gold";475;"Restaurant_475";"Italian"
3171;"06-03-2023";315.42;1783;"User_1783";"Hyderabad";"Regular";319;"Restaurant_319";"Indian"
3172;"28-08-2023";219.48;1394;"User_1394";"Bangalore";"Gold";18;"Restaurant_18";"Italian"
3173;"11-10-2023";509.66;2619;"User_2619";"Bangalore";"Regular";331;"Restaurant_331";"Mexican"
3174;"11-10-2023";134.83;2970;"User_2970";"Chennai";"Regular";87;"Restaurant_87";"Mexican"
3175;"20-11-2023";1004.28;315;"User_315";"Chennai";"Gold";294;"Restaurant_294";"Italian"
3176;"13-12-2023";732.96;460;"User_460";"Chennai";"Regular";190;"Restaurant_190";"Chinese"
3177;"05-02-2023";1308.76;714;"User_714";"Hyderabad";"Gold";359;"Restaurant_359";"Mexican"
3178;"04-01-2023";201.41;2054;"User_2054";"Chennai";"Regular";382;"Restaurant_382";"Mexican"
3179;"19-06-2023";1134.99;1534;"User_1534";"Pune";"Gold";325;"Restaurant_325";"Italian"
3180;"22-06-2023";492.31;1652;"User_1652";"Chennai";"Regular";469;"Restaurant_469";"Italian"
3181;"18-10-2023";454.39;1403;"User_1403";"Hyderabad";"Gold";367;"Restaurant_367";"Indian"
3182;"15-01-2023";735.88;469;"User_469";"Chennai";"Regular";442;"Restaurant_442";"Italian"
3183;"14-09-2023";1380.66;493;"User_493";"Bangalore";"Gold";110;"Restaurant_110";"Mexican"
3184;"22-12-2023";929.87;31;"User_31";"Pune";"Gold";153;"Restaurant_153";"Italian"
3185;"20-09-2023";542.24;888;"User_888";"Hyderabad";"Gold";191;"Restaurant_191";"Indian"
3186;"01-02-2023";904.54;626;"User_626";"Hyderabad";"Gold";62;"Restaurant_62";"Indian"
3187;"24-04-2023";1121.45;2065;"User_2065";"Chennai";"Regular";127;"Restaurant_127";"Chinese"
3188;"03-02-2023";770.95;670;"User_670";"Pune";"Gold";346;"Restaurant_346";"Indian"
3189;"11-01-2023";905.83;1848;"User_1848";"Pune";"Regular";48;"Restaurant_48";"Mexican"
3190;"12-05-2023";540.2;666;"User_666";"Hyderabad";"Regular";182;"Restaurant_182";"Mexican"
3191;"10-07-2023";194.98;753;"User_753";"Hyderabad";"Gold";244;"Restaurant_244";"Italian"
3192;"31-01-2023";409.82;840;"User_840";"Bangalore";"Gold";256;"Restaurant_256";"Italian"
3193;"15-06-2023";1160.81;2652;"User_2652";"Pune";"Regular";493;"Restaurant_493";"Mexican"
3194;"31-01-2023";578.85;1203;"User_1203";"Hyderabad";"Regular";476;"Restaurant_476";"Mexican"
3195;"03-01-2023";434.79;211;"User_211";"Bangalore";"Regular";241;"Restaurant_241";"Chinese"
3196;"29-05-2023";955.8;222;"User_222";"Chennai";"Gold";355;"Restaurant_355";"Indian"
3197;"06-02-2023";957.38;2150;"User_2150";"Pune";"Gold";282;"Restaurant_282";"Indian"
3198;"26-03-2023";1259.65;673;"User_673";"Chennai";"Regular";204;"Restaurant_204";"Mexican"
3199;"27-02-2023";1258.33;1677;"User_1677";"Chennai";"Regular";335;"Restaurant_335";"Italian"
3200;"17-12-2023";1171.01;476;"User_476";"Pune";"Regular";57;"Restaurant_57";"Mexican"
3201;"27-03-2023";825.84;2349;"User_2349";"Pune";"Regular";217;"Restaurant_217";"Indian"
3202;"03-06-2023";793.94;1850;"User_1850";"Chennai";"Gold";122;"Restaurant_122";"Indian"
3203;"22-05-2023";1480.44;2475;"User_2475";"Pune";"Gold";231;"Restaurant_231";"Indian"
3204;"16-01-2023";1041.15;693;"User_693";"Bangalore";"Regular";396;"Restaurant_396";"Mexican"
3205;"17-02-2023";1428.86;2670;"User_2670";"Pune";"Gold";347;"Restaurant_347";"Chinese"
3206;"29-07-2023";1338.99;913;"User_913";"Hyderabad";"Gold";320;"Restaurant_320";"Italian"
3207;"24-08-2023";207.97;2886;"User_2886";"Bangalore";"Regular";409;"Restaurant_409";"Mexican"
3208;"06-03-2023";484.77;2375;"User_2375";"Pune";"Gold";34;"Restaurant_34";"Chinese"
3209;"16-09-2023";1215.09;1635;"User_1635";"Bangalore";"Gold";343;"Restaurant_343";"Mexican"
3210;"19-11-2023";1394.07;1593;"User_1593";"Chennai";"Regular";19;"Restaurant_19";"Indian"
3211;"28-02-2023";577.43;1191;"User_1191";"Hyderabad";"Regular";426;"Restaurant_426";"Chinese"
3212;"01-04-2023";289.82;2825;"User_2825";"Bangalore";"Regular";285;"Restaurant_285";"Mexican"
3213;"18-05-2023";1476.07;1089;"User_1089";"Hyderabad";"Regular";330;"Restaurant_330";"Italian"
3214;"02-07-2023";393.46;2890;"User_2890";"Bangalore";"Regular";266;"Restaurant_266";"Italian"
3215;"27-05-2023";564.14;1929;"User_1929";"Pune";"Gold";470;"Restaurant_470";"Italian"
3216;"16-01-2023";154.72;2880;"User_2880";"Pune";"Gold";39;"Restaurant_39";"Indian"
3217;"18-11-2023";113.74;907;"User_907";"Bangalore";"Regular";402;"Restaurant_402";"Mexican"
3218;"26-12-2023";233.12;2146;"User_2146";"Chennai";"Gold";228;"Restaurant_228";"Mexican"
3219;"27-05-2023";1224.82;1864;"User_1864";"Bangalore";"Regular";496;"Restaurant_496";"Indian"
3220;"17-06-2023";439.4;2324;"User_2324";"Bangalore";"Gold";307;"Restaurant_307";"Mexican"
3221;"25-09-2023";475.0;1750;"User_1750";"Pune";"Gold";293;"Restaurant_293";"Italian"
3222;"08-11-2023";462.44;2882;"User_2882";"Pune";"Gold";377;"Restaurant_377";"Mexican"
3223;"04-06-2023";370.57;1266;"User_1266";"Bangalore";"Regular";485;"Restaurant_485";"Mexican"
3224;"28-04-2023";1062.49;981;"User_981";"Bangalore";"Gold";205;"Restaurant_205";"Italian"
3225;"18-01-2023";1312.63;1888;"User_1888";"Hyderabad";"Gold";465;"Restaurant_465";"Italian"
3226;"30-07-2023";164.57;47;"User_47";"Chennai";"Regular";249;"Restaurant_249";"Italian"
3227;"18-09-2023";638.83;322;"User_322";"Pune";"Regular";389;"Restaurant_389";"Italian"
3228;"21-06-2023";946.63;671;"User_671";"Chennai";"Regular";274;"Restaurant_274";"Mexican"
3229;"21-07-2023";1275.28;2862;"User_2862";"Pune";"Regular";232;"Restaurant_232";"Mexican"
3230;"19-11-2023";831.69;289;"User_289";"Pune";"Regular";324;"Restaurant_324";"Mexican"
3231;"07-01-2023";982.45;1121;"User_1121";"Chennai";"Gold";345;"Restaurant_345";"Chinese"
3232;"24-11-2023";1093.9;1362;"User_1362";"Hyderabad";"Gold";393;"Restaurant_393";"Italian"
3233;"02-12-2023";277.57;1200;"User_1200";"Hyderabad";"Regular";207;"Restaurant_207";"Italian"
3234;"29-04-2023";1158.88;1156;"User_1156";"Pune";"Gold";450;"Restaurant_450";"Mexican"
3235;"28-07-2023";194.27;2289;"User_2289";"Pune";"Gold";393;"Restaurant_393";"Italian"
3236;"29-06-2023";958.06;1779;"User_1779";"Chennai";"Regular";214;"Restaurant_214";"Chinese"
3237;"15-05-2023";130.16;2768;"User_2768";"Chennai";"Regular";321;"Restaurant_321";"Chinese"
3238;"09-07-2023";935.97;1445;"User_1445";"Bangalore";"Regular";409;"Restaurant_409";"Mexican"
3239;"30-08-2023";401.05;2360;"User_2360";"Bangalore";"Regular";345;"Restaurant_345";"Chinese"
3240;"04-06-2023";530.65;2671;"User_2671";"Bangalore";"Gold";448;"Restaurant_448";"Mexican"
3241;"03-01-2023";251.78;375;"User_375";"Chennai";"Gold";387;"Restaurant_387";"Mexican"
3242;"17-03-2023";1181.21;1592;"User_1592";"Hyderabad";"Gold";248;"Restaurant_248";"Italian"
3243;"24-10-2023";1395.45;1651;"User_1651";"Chennai";"Gold";470;"Restaurant_470";"Italian"
3244;"08-03-2023";1189.93;2100;"User_2100";"Hyderabad";"Regular";294;"Restaurant_294";"Italian"
3245;"15-10-2023";1458.97;1920;"User_1920";"Chennai";"Gold";5;"Restaurant_5";"Chinese"
3246;"11-12-2023";1252.7;1936;"User_1936";"Bangalore";"Gold";321;"Restaurant_321";"Chinese"
3247;"23-02-2023";539.24;1771;"User_1771";"Hyderabad";"Regular";10;"Restaurant_10";"Chinese"
3248;"23-07-2023";811.65;1963;"User_1963";"Pune";"Gold";127;"Restaurant_127";"Chinese"
